drug_a_name,drug_b_name,cell_line,synergy,label
VINBLASTINE,DINACICLIB,SKOV3,-21.1241976211,0
TEMOZOLOMIDE,DINACICLIB,T47D,-21.7346502366,0
MITOMYCINE,GELDANAMYCIN,RPMI7951,-3.6517196778,0
L778123,ABT-888,KPL1,-0.6266282024,0
LAPATINIB,SN-38,HT144,13.5195435048,1
BORTEZOMIB,DASATINIB,A2780,27.3530278789,1
CARBOPLATIN,BORTEZOMIB,NCIH460,-4.6330311031,0
ERLOTINIB,DINACICLIB,ZR751,13.8918058968,1
MK-8669,SN-38,ES2,10.7792923315,1
DEXAMETHASONE,MK-8669,VCAP,-0.3514970055,0
PACLITAXEL,MK-2206,UACC62,24.6346153289,1
PACLITAXEL,PD325901,NCIH520,-2.8104686558,0
MK-2206,GELDANAMYCIN,NCIH2122,18.0833194877,1
DEXAMETHASONE,DASATINIB,LOVO,61.0139992683,1
VINORELBINE,ABT-888,VCAP,-15.9940482586,0
PD325901,GELDANAMYCIN,OV90,-0.7735420397,0
CARBOPLATIN,SORAFENIB,SW837,-12.0461389467,0
LAPATINIB,GELDANAMYCIN,A427,-3.1801240245,0
MK-4541,GELDANAMYCIN,CAOV3,-17.6211623696,0
MK-5108,MK-2206,NCIH23,13.7172872062,1
MK-8669,BEZ-235,SKMES1,90.8445824147,1
MRK-003,DEXAMETHASONE,SKOV3,20.0423601792,1
MK-8669,DINACICLIB,RKO,26.287220537,1
MRK-003,GELDANAMYCIN,SKMEL30,-14.613746328,0
L778123,MK-8776,OV90,18.3599218372,1
DEXAMETHASONE,TEMOZOLOMIDE,RPMI7951,-33.55568593,0
TEMOZOLOMIDE,ERLOTINIB,A375,14.6507385301,1
VINORELBINE,ZOLINZA,NCIH2122,-16.9331785017,0
METHOTREXATE,DASATINIB,LOVO,10.308408487,1
MITOMYCINE,DINACICLIB,VCAP,10.3126786283,1
ABT-888,GELDANAMYCIN,A2780,11.0932315467,1
METHOTREXATE,ERLOTINIB,VCAP,10.6771215212,1
DEXAMETHASONE,BORTEZOMIB,A2058,-1.8765546423,0
VINORELBINE,DASATINIB,NCIH1650,47.4634602084,1
DEXAMETHASONE,ABT-888,VCAP,-4.9709957316,0
METHOTREXATE,MK-8776,VCAP,-24.3180061978,0
DASATINIB,OXALIPLATIN,VCAP,-12.6956421949,0
VINBLASTINE,L778123,UWB1289,18.1352884082,1
L778123,DASATINIB,NCIH460,22.3962439457,1
5-FU,MK-4827,HT144,-2.5727064212,0
BEZ-235,SN-38,HT29,17.3639573137,1
MRK-003,L778123,PA1,13.6045245879,1
GEMCITABINE,AZD1775,SKOV3,15.6132103402,1
ETOPOSIDE,SORAFENIB,T47D,-12.4278491963,0
PACLITAXEL,MK-5108,DLD1,23.4417686854,1
CARBOPLATIN,MK-2206,NIHOVCAR3,-16.2161907682,0
PD325901,ABT-888,PA1,10.6072498012,1
ABT-888,OXALIPLATIN,ES2,-16.8221313331,0
MK-5108,OXALIPLATIN,A2058,-16.7996063909,0
METFORMIN,PD325901,NIHOVCAR3,16.044246197,1
METFORMIN,ERLOTINIB,NCIH460,-4.3985771009,0
ETOPOSIDE,DASATINIB,A375,33.1108058978,1
PD325901,SN-38,NCIH520,-3.5539493895,0
PD325901,MK-8669,NCIH1650,24.2160644098,1
DEXAMETHASONE,L778123,ZR751,10.2116499792,1
MRK-003,MK-8669,HT144,13.1785203532,1
L778123,MK-8669,OV90,35.9039059106,1
ZOLINZA,TOPOTECAN,NCIH2122,22.9555956245,1
PACLITAXEL,MK-4827,MDAMB436,-1.0711286268,0
5-FU,AZD1775,OV90,-3.1936519467,0
ETOPOSIDE,MK-8669,SW837,33.800110028,1
BORTEZOMIB,OXALIPLATIN,HT29,-9.2343536254,0
VINBLASTINE,MK-8776,A2058,13.5495395557,1
DOXORUBICIN,ZOLINZA,SKMES1,13.7635373215,1
MK-8669,DINACICLIB,ES2,13.5385257176,1
MK-5108,SN-38,SKMEL30,-5.9426683254,0
VINORELBINE,BEZ-235,RKO,14.850809299,1
L778123,LAPATINIB,RPMI7951,18.5547725362,1
AZD1775,MK-4827,ES2,-5.5885155537,0
VINBLASTINE,PD325901,NCIH23,-7.629639583,0
MK-4541,CYCLOPHOSPHAMIDE,ES2,-2.3330775608,0
CARBOPLATIN,BORTEZOMIB,A2780,-18.2010858287,0
DASATINIB,OXALIPLATIN,HT29,11.8234017643,1
5-FU,SUNITINIB,PA1,12.4562519941,1
MK-2206,ABT-888,UWB1289,17.955574969,1
ERLOTINIB,GELDANAMYCIN,A2780,-0.6061039691,0
GEMCITABINE,ABT-888,LOVO,-2.3760725672,0
GEMCITABINE,PD325901,NCIH2122,14.1662739145,1
LAPATINIB,TOPOTECAN,SKMES1,12.2146785692,1
MITOMYCINE,SORAFENIB,A375,-12.1363919987,0
ZOLINZA,DASATINIB,CAOV3,17.3113517461,1
L778123,GELDANAMYCIN,SW620,21.0871611606,1
BORTEZOMIB,SORAFENIB,NCIH23,-10.4990945232,0
DOXORUBICIN,SORAFENIB,LOVO,-15.2978635267,0
MRK-003,SORAFENIB,NCIH23,11.9576481653,1
VINORELBINE,SORAFENIB,NCIH520,-2.3620921462,0
MK-8669,TOPOTECAN,HT29,23.9505557499,1
OXALIPLATIN,MK-8776,SKMEL30,25.2045884331,1
DOXORUBICIN,BEZ-235,A375,32.2727845871,1
ZOLINZA,BEZ-235,SKOV3,21.0928275459,1
MRK-003,BORTEZOMIB,A2780,-16.8849768936,0
GEMCITABINE,SORAFENIB,T47D,-11.9830710312,0
DEXAMETHASONE,SORAFENIB,NCIH460,10.8863238852,1
MRK-003,MK-2206,HT29,31.7744828766,1
MK-4827,MK-8669,ZR751,25.7440428633,1
5-FU,ERLOTINIB,HCT116,14.4529779349,1
DASATINIB,ABT-888,NCIH520,21.6849725787,1
ETOPOSIDE,ABT-888,T47D,19.2622774879,1
L778123,MK-8776,NIHOVCAR3,-20.1389475592,0
VINBLASTINE,TEMOZOLOMIDE,HCT116,-51.7158200443,0
DOXORUBICIN,TEMOZOLOMIDE,NCIH520,-4.9185253018,0
PD325901,SN-38,NIHOVCAR3,31.5834286837,1
VINBLASTINE,AZD1775,SKMEL30,-19.4524335994,0
ZOLINZA,MK-8669,A2058,27.5955560156,1
LAPATINIB,OXALIPLATIN,UWB1289,-2.8512833223,0
GEMCITABINE,MK-2206,A2058,19.2467621185,1
MK-2206,MK-8669,KPL1,85.9019507833,1
GELDANAMYCIN,MK-8776,SKMES1,-23.431713112,0
GEMCITABINE,MK-4827,A427,-3.1006066135,0
MK-4541,MK-5108,OV90,-1.7069317664,0
TEMOZOLOMIDE,MK-4827,MDAMB436,51.0693844723,1
DASATINIB,MK-8669,HT29,58.3622041653,1
TEMOZOLOMIDE,OXALIPLATIN,T47D,17.8837333404,1
PACLITAXEL,MK-2206,HT144,50.9467603013,1
SUNITINIB,MK-8776,SW620,10.5061199816,1
MK-5108,BORTEZOMIB,ZR751,-28.8017215539,0
PD325901,ABT-888,NCIH1650,-23.0705672852,0
MRK-003,GEMCITABINE,UACC62,12.3878852235,1
MK-4827,SN-38,RPMI7951,32.0014401919,1
MK-4827,DASATINIB,A2780,65.136959989,1
MITOMYCINE,SORAFENIB,UACC62,-21.1911439855,0
LAPATINIB,SORAFENIB,UACC62,20.0994072124,1
BEZ-235,MK-8776,RKO,67.4670174071,1
AZD1775,DASATINIB,MDAMB436,39.3100772731,1
SORAFENIB,MK-8776,UWB1289,-6.9501838036,0
CARBOPLATIN,BEZ-235,CAOV3,26.1742320848,1
MRK-003,5-FU,PA1,16.9529457926,1
PACLITAXEL,PD325901,NCIH460,27.9563723494,1
MK-4541,METFORMIN,HT144,-21.5287381745,0
ETOPOSIDE,DINACICLIB,SW837,-15.5520091944,0
GEMCITABINE,ABT-888,A2780,-1.1584324139,0
CYCLOPHOSPHAMIDE,LAPATINIB,SKOV3,-3.8136005986,0
BORTEZOMIB,SORAFENIB,OV90,-12.6723946105,0
ETOPOSIDE,BORTEZOMIB,RKO,-0.3732582988,0
MK-2206,TOPOTECAN,ES2,19.5868622828,1
GEMCITABINE,DINACICLIB,NCIH23,-15.3662163051,0
DOXORUBICIN,MK-4827,HT29,-8.0060114833,0
CARBOPLATIN,ERLOTINIB,PA1,-17.4872496279,0
DOXORUBICIN,ERLOTINIB,LOVO,21.3650677477,1
DOXORUBICIN,ZOLINZA,KPL1,-7.1405469934,0
VINORELBINE,SORAFENIB,RKO,-2.7164147617,0
DEXAMETHASONE,DASATINIB,A2780,19.8197660146,1
PD325901,ABT-888,KPL1,13.4022289803,1
GEMCITABINE,MK-4827,T47D,-9.7320354483,0
ZOLINZA,DASATINIB,A2058,48.6043316224,1
PACLITAXEL,MK-4827,UWB1289,-24.737401673,0
SUNITINIB,ERLOTINIB,NCIH1650,19.751755626,1
METFORMIN,MK-8669,SKMES1,18.0750952662,1
MK-4541,MK-4827,NCIH23,-0.112574712,0
CYCLOPHOSPHAMIDE,DASATINIB,VCAP,14.1881519854,1
PD325901,SORAFENIB,UWB1289,21.983409935,1
ZOLINZA,MK-2206,NCIH2122,35.0732145755,1
ABT-888,GELDANAMYCIN,A375,11.6800392663,1
5-FU,GELDANAMYCIN,RPMI7951,-8.0842471839,0
ABT-888,MK-8669,KPL1,41.5995104719,1
TEMOZOLOMIDE,DASATINIB,NCIH520,21.996133993,1
METFORMIN,DASATINIB,A427,25.8835472217,1
VINORELBINE,AZD1775,MDAMB436,-0.8931716097,0
CARBOPLATIN,MK-8669,SKMEL30,38.9800474918,1
BORTEZOMIB,ABT-888,NIHOVCAR3,-1.3063243275,0
METHOTREXATE,TEMOZOLOMIDE,RKO,-31.0606579199,0
METFORMIN,GELDANAMYCIN,NCIH520,-4.3564568277,0
DASATINIB,GELDANAMYCIN,SW837,31.3239101718,1
DEXAMETHASONE,MK-8776,OV90,-6.1325109249,0
ETOPOSIDE,ERLOTINIB,UACC62,41.7189552864,1
SUNITINIB,MK-2206,NCIH460,29.0053590427,1
GEMCITABINE,MK-2206,KPL1,28.6830795979,1
DASATINIB,GELDANAMYCIN,VCAP,13.3645848558,1
VINBLASTINE,BEZ-235,DLD1,19.9417541508,1
L778123,LAPATINIB,SKMES1,17.8070704989,1
DEXAMETHASONE,TEMOZOLOMIDE,NCIH1650,-24.8257886372,0
TEMOZOLOMIDE,ABT-888,DLD1,-0.089774458,0
MK-2206,PD325901,KPL1,51.1135474406,1
AZD1775,OXALIPLATIN,UWB1289,58.5643852978,1
MK-4541,SUNITINIB,UACC62,18.9323360542,1
MRK-003,MK-4827,NCIH2122,17.1762616778,1
OXALIPLATIN,DINACICLIB,MDAMB436,-6.2661650751,0
VINORELBINE,MK-2206,SKOV3,24.0265581294,1
MITOMYCINE,ERLOTINIB,SW620,-67.8090297589,0
DEXAMETHASONE,DINACICLIB,HCT116,-2.540221847,0
DEXAMETHASONE,DASATINIB,UACC62,-2.4824508663,0
MK-4541,MK-4827,OV90,-5.3849242458,0
L778123,BEZ-235,T47D,100.7168771544,1
L778123,SUNITINIB,PA1,13.7293053291,1
BEZ-235,SN-38,MDAMB436,20.6951226634,1
MK-4541,AZD1775,NCIH460,-2.5244037375,0
DEXAMETHASONE,MK-5108,NCIH460,-10.3830396289,0
MK-4541,MITOMYCINE,SKMES1,-1.9752160451,0
LAPATINIB,BORTEZOMIB,A375,39.5912666644,1
MK-8669,OXALIPLATIN,CAOV3,-12.9836817274,0
PACLITAXEL,MK-5108,T47D,13.492939029,1
VINORELBINE,BORTEZOMIB,MDAMB436,-3.6791287322,0
LAPATINIB,MK-8669,T47D,15.3581561987,1
MK-2206,TOPOTECAN,RKO,37.0603671522,1
ABT-888,SN-38,NIHOVCAR3,33.0138277611,1
ETOPOSIDE,SORAFENIB,MDAMB436,-8.0932172437,0
TEMOZOLOMIDE,PD325901,SKOV3,-18.8812493749,0
PACLITAXEL,MK-4827,UACC62,-18.6841931188,0
PD325901,BEZ-235,SKOV3,26.7570151205,1
MITOMYCINE,MK-2206,SKOV3,10.9911841618,1
BORTEZOMIB,MK-8669,SW837,19.053671007,1
GEMCITABINE,BORTEZOMIB,UACC62,-10.8362590931,0
BEZ-235,SORAFENIB,NCIH460,10.1746724208,1
MK-4541,GELDANAMYCIN,HT144,-8.2027781526,0
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,NCIH23,-7.4780135916,0
TOPOTECAN,BEZ-235,HT144,48.7562979347,1
SUNITINIB,BEZ-235,A427,31.4776746662,1
DASATINIB,OXALIPLATIN,SKMEL30,-14.072378123,0
BEZ-235,SN-38,NCIH520,23.7633280739,1
MK-8669,OXALIPLATIN,T47D,22.1099300194,1
SUNITINIB,GELDANAMYCIN,RPMI7951,-4.932645741,0
PACLITAXEL,MK-8669,OV90,35.8140707621,1
DOXORUBICIN,L778123,NCIH1650,-16.1820269027,0
METFORMIN,L778123,CAOV3,12.7614413623,1
MK-4541,METHOTREXATE,NCIH23,-12.5223481878,0
SUNITINIB,BEZ-235,HT29,29.8326603804,1
5-FU,ABT-888,NIHOVCAR3,17.637032868,1
MRK-003,DINACICLIB,OV90,-8.48677191,0
MK-4541,MITOMYCINE,NCIH1650,-12.7274892308,0
ETOPOSIDE,MK-8669,SKMES1,12.2352354574,1
PD325901,ABT-888,A2780,14.0680984313,1
CYCLOPHOSPHAMIDE,DINACICLIB,OV90,-1.2093687729,0
BORTEZOMIB,SORAFENIB,NIHOVCAR3,-27.5087581831,0
ABT-888,GELDANAMYCIN,CAOV3,16.7029632959,1
DASATINIB,TOPOTECAN,RKO,19.9852484057,1
ETOPOSIDE,AZD1775,UWB1289,85.2285849876,1
METHOTREXATE,BORTEZOMIB,KPL1,-16.5791511549,0
MK-4827,DINACICLIB,CAOV3,-6.2878737252,0
ETOPOSIDE,GELDANAMYCIN,HT144,13.8275485332,1
DEXAMETHASONE,LAPATINIB,NCIH1650,29.0879875476,1
CARBOPLATIN,PD325901,SKOV3,-8.4767695025,0
TEMOZOLOMIDE,GELDANAMYCIN,LOVO,-3.986723154,0
ETOPOSIDE,LAPATINIB,A2780,27.2908839852,1
L778123,BORTEZOMIB,NCIH23,-3.7971433103,0
TOPOTECAN,MK-8776,HT144,28.5000846359,1
GELDANAMYCIN,BEZ-235,SKOV3,-1.1115873444,0
DOXORUBICIN,MK-4827,ES2,-14.2940863058,0
SUNITINIB,TOPOTECAN,T47D,-23.3003190686,0
BORTEZOMIB,SORAFENIB,HT144,-8.7983933348,0
CYCLOPHOSPHAMIDE,SUNITINIB,VCAP,14.4593635455,1
MK-5108,SN-38,DLD1,-3.0306845851,0
PD325901,BORTEZOMIB,CAOV3,-9.1873648154,0
PD325901,ABT-888,VCAP,-23.2933604078,0
ZOLINZA,AZD1775,HT144,-0.4854218479,0
MK-4827,MK-8669,A427,33.201222101,1
L778123,SORAFENIB,CAOV3,-0.7606152703,0
LAPATINIB,MK-8776,NIHOVCAR3,20.7776224067,1
METHOTREXATE,SUNITINIB,T47D,-17.1064124052,0
ZOLINZA,MK-4827,SKOV3,26.3489144234,1
TEMOZOLOMIDE,SORAFENIB,A375,11.6028377781,1
CYCLOPHOSPHAMIDE,ZOLINZA,VCAP,30.6958242414,1
DEXAMETHASONE,MK-4827,HT144,-9.9041331139,0
TEMOZOLOMIDE,MK-8776,NCIH1650,-6.27161379115,0
L778123,BEZ-235,SW837,28.3545047951,1
MK-4541,DINACICLIB,SW837,-6.5421045504,0
ZOLINZA,SN-38,MDAMB436,-3.0880873678,0
VINORELBINE,ABT-888,ES2,14.916307495,1
ABT-888,MK-8669,NCIH520,13.2649049368,1
CYCLOPHOSPHAMIDE,DASATINIB,ZR751,-16.7646277344,0
VINBLASTINE,MK-5108,KPL1,13.9932932128,1
VINORELBINE,BEZ-235,T47D,121.2857062315,1
MRK-003,BEZ-235,CAOV3,47.3102109523,1
PACLITAXEL,MK-5108,RKO,32.716809458,1
ZOLINZA,TEMOZOLOMIDE,A2058,24.5398278072,1
CYCLOPHOSPHAMIDE,ZOLINZA,A427,-9.913540803,0
DOXORUBICIN,BEZ-235,OV90,-4.5314760591,0
5-FU,MK-5108,HT29,12.4304918803,1
SN-38,DINACICLIB,MDAMB436,-8.6003243595,0
GEMCITABINE,MK-8669,SKOV3,24.8124092237,1
METFORMIN,SUNITINIB,NCIH460,-0.0781632441,0
MITOMYCINE,TEMOZOLOMIDE,NCIH2122,-7.8954184334,0
DOXORUBICIN,MK-8669,LOVO,10.0315119754,1
MRK-003,GEMCITABINE,CAOV3,-0.0523550728,0
ABT-888,BEZ-235,LOVO,19.4453474229,1
GEMCITABINE,MK-2206,NCIH1650,-1.4149721305,0
BORTEZOMIB,ABT-888,A375,15.1176727982,1
CYCLOPHOSPHAMIDE,MK-8776,OV90,10.0552276084,1
PD325901,DASATINIB,NCIH1650,35.5385769463,1
VINBLASTINE,MK-8669,PA1,-6.4283222342,0
BORTEZOMIB,DASATINIB,SW620,20.4134468079,1
METHOTREXATE,SORAFENIB,OV90,-0.5120538835,0
SUNITINIB,MK-8776,SKMEL30,10.2480240435,1
MK-4827,DINACICLIB,HT144,-6.7525883605,0
TEMOZOLOMIDE,DINACICLIB,CAOV3,-16.6938973639,0
MITOMYCINE,MK-8776,A2780,18.5800079216,1
TEMOZOLOMIDE,PD325901,NCIH1650,-23.9187431123,0
TEMOZOLOMIDE,MK-8776,OV90,17.6517245857,1
MK-4541,METHOTREXATE,ZR751,-27.4666060085,0
ERLOTINIB,SN-38,CAOV3,20.8069962844,1
TEMOZOLOMIDE,MK-4827,ES2,28.55909530145,1
OXALIPLATIN,SORAFENIB,T47D,-2.1995421256,0
LAPATINIB,MK-5108,A2058,-0.5941800601,0
ETOPOSIDE,MK-4827,UWB1289,11.9971612562,1
PACLITAXEL,L778123,NCIH2122,-163.6597734126,0
MK-4541,5-FU,ZR751,-1.7867343319,0
MK-2206,GELDANAMYCIN,NCIH460,22.0536525008,1
ETOPOSIDE,MK-4827,MDAMB436,17.9478713885,1
PACLITAXEL,TEMOZOLOMIDE,SW837,-1.8389224035,0
VINORELBINE,DINACICLIB,SKOV3,-15.2306625274,0
MRK-003,TEMOZOLOMIDE,A427,29.3562652524,1
GELDANAMYCIN,TOPOTECAN,UWB1289,16.9610051366,1
VINBLASTINE,ABT-888,ES2,-12.7214944724,0
CARBOPLATIN,LAPATINIB,HT144,10.205043193,1
METFORMIN,MK-8669,PA1,-1.8351499277,0
ZOLINZA,AZD1775,SKMEL30,-12.611828961,0
MITOMYCINE,MK-8776,T47D,-33.2505635321,0
VINORELBINE,MK-5108,SW837,16.3332304218,1
MITOMYCINE,ERLOTINIB,UWB1289,-3.4933921087,0
ETOPOSIDE,ABT-888,NCIH2122,14.8261133829,1
5-FU,MK-2206,SW620,12.5554878104,1
VINBLASTINE,ABT-888,A2780,-33.0103927196,0
BEZ-235,DINACICLIB,NCIH2122,14.7183660791,1
VINBLASTINE,MK-4827,UACC62,-1.6253838079,0
METFORMIN,GELDANAMYCIN,KPL1,-12.1235858876,0
TEMOZOLOMIDE,DASATINIB,SKMES1,-3.7163208267,0
CYCLOPHOSPHAMIDE,PD325901,T47D,-54.3392007871,0
VINORELBINE,BEZ-235,UACC62,27.9525589392,1
METHOTREXATE,TEMOZOLOMIDE,A427,-12.8981197193,0
SUNITINIB,MK-8776,PA1,18.8596161383,1
DASATINIB,MK-8776,CAOV3,34.996293256,1
SUNITINIB,MK-8669,SW620,18.0725055369,1
SUNITINIB,BEZ-235,OV90,20.5268253843,1
LAPATINIB,OXALIPLATIN,T47D,-11.3192450497,0
METFORMIN,MK-5108,HCT116,-0.5171990825,0
LAPATINIB,MK-8669,SKOV3,58.0179223886,1
BORTEZOMIB,TOPOTECAN,NCIH23,-17.177115561,0
PACLITAXEL,SORAFENIB,NCIH2122,-14.283067005,0
CARBOPLATIN,GELDANAMYCIN,PA1,-8.021660165,0
PD325901,DASATINIB,ES2,45.1102463211,1
METFORMIN,ABT-888,RPMI7951,-10.6810706245,0
MK-4541,TEMOZOLOMIDE,ES2,-5.450481229,0
MITOMYCINE,MK-8776,CAOV3,31.72251855015,1
ZOLINZA,MK-8669,RKO,37.7975112356,1
CARBOPLATIN,MK-8776,SKMES1,-5.0319232508,0
METHOTREXATE,PD325901,A2780,-8.9140216237,0
OXALIPLATIN,MK-8776,HCT116,19.1696066483,1
DOXORUBICIN,SUNITINIB,NIHOVCAR3,-9.5464049396,0
MK-8669,SN-38,A375,28.4333607631,1
VINBLASTINE,DASATINIB,HCT116,-44.903572026,0
MRK-003,DEXAMETHASONE,HT29,11.1818943664,1
L778123,VINORELBINE,A2058,24.0346419433,1
PD325901,MK-8776,T47D,-11.4860774848,0
MK-4541,OXALIPLATIN,UACC62,-24.3653547417,0
GEMCITABINE,DINACICLIB,SKMES1,-20.4983762224,0
DEXAMETHASONE,MK-2206,NCIH1650,33.1524068851,1
MK-5108,OXALIPLATIN,A375,-5.3303773886,0
L778123,BEZ-235,SKMES1,31.1338252853,1
DEXAMETHASONE,SUNITINIB,LOVO,10.8741811176,1
CARBOPLATIN,ABT-888,UWB1289,-9.7516595941,0
DASATINIB,OXALIPLATIN,NIHOVCAR3,49.5198365736,1
5-FU,MK-4827,OV90,-11.575963303,0
METHOTREXATE,ZOLINZA,RKO,-29.9823779795,0
AZD1775,OXALIPLATIN,HT29,-5.463212997,0
CARBOPLATIN,SORAFENIB,A2780,-13.5442506575,0
CYCLOPHOSPHAMIDE,ZOLINZA,NCIH520,12.4423471762,1
GEMCITABINE,DINACICLIB,T47D,-9.7603198286,0
MRK-003,METHOTREXATE,NCIH460,-19.6900805542,0
ABT-888,MK-8776,SKMES1,-1.4086040537,0
VINORELBINE,MK-8776,SW837,-2.5741297517,0
TEMOZOLOMIDE,DINACICLIB,HT29,-8.5827620914,0
MK-4541,BORTEZOMIB,T47D,-20.0338642256,0
MK-4541,MITOMYCINE,HT29,14.5202007863,1
CARBOPLATIN,MK-8776,A2058,32.6982278182,1
ABT-888,BEZ-235,SW620,17.5929650504,1
MK-5108,SN-38,OV90,-7.1490534242,0
AZD1775,MK-8669,NCIH2122,17.4429740728,1
LAPATINIB,MK-2206,NCIH23,-4.96655029045,0
GELDANAMYCIN,DINACICLIB,UACC62,-7.4503249402,0
VINBLASTINE,AZD1775,NIHOVCAR3,-0.4217919539,0
SN-38,SORAFENIB,LOVO,-5.2863554195,0
MK-4827,SN-38,CAOV3,31.02639734485,1
MRK-003,DOXORUBICIN,NCIH460,-7.8740993354,0
CARBOPLATIN,L778123,T47D,-31.7907398522,0
AZD1775,LAPATINIB,SKMES1,13.9744080803,1
CARBOPLATIN,SORAFENIB,PA1,-13.759715583,0
TEMOZOLOMIDE,DASATINIB,CAOV3,-29.5494080106,0
METHOTREXATE,BORTEZOMIB,A427,-8.3363893261,0
VINORELBINE,SUNITINIB,HT29,-20.32413561,0
DOXORUBICIN,BORTEZOMIB,SKMEL30,-13.3910148794,0
PACLITAXEL,MK-8669,NCIH460,32.7020394247,1
TEMOZOLOMIDE,AZD1775,ES2,-0.106121306,0
METHOTREXATE,MK-8669,MDAMB436,-10.7664446114,0
ETOPOSIDE,DINACICLIB,HCT116,-12.9666191752,0
MITOMYCINE,LAPATINIB,A2058,23.3750507515,1
PACLITAXEL,LAPATINIB,NCIH2122,-12.5472552852,0
VINBLASTINE,MK-4827,ES2,11.7570542717,1
SUNITINIB,ERLOTINIB,SKMES1,22.526868294,1
MRK-003,VINBLASTINE,NCIH460,23.8302393834,1
TEMOZOLOMIDE,TOPOTECAN,A427,10.8972615445,1
5-FU,BEZ-235,OV90,17.5470785652,1
VINBLASTINE,ABT-888,NCIH23,-34.8929657209,0
MK-4541,TOPOTECAN,A427,14.6894730892,1
PD325901,DASATINIB,CAOV3,34.1180685303,1
SUNITINIB,BORTEZOMIB,HCT116,-4.2615027441,0
DOXORUBICIN,MK-8776,LOVO,11.1679322418,1
VINBLASTINE,PD325901,SKMES1,-13.0645656005,0
TEMOZOLOMIDE,ERLOTINIB,SKMEL30,17.0800559268,1
ZOLINZA,DINACICLIB,UACC62,-26.710882133,0
MK-4827,SN-38,A427,15.5562826039,1
TEMOZOLOMIDE,BORTEZOMIB,A427,-6.8704730811,0
VINBLASTINE,SUNITINIB,SKMES1,-9.699262448,0
MK-5108,BEZ-235,KPL1,23.3920127362,1
METFORMIN,TEMOZOLOMIDE,SW620,-0.7238356693,0
MRK-003,ETOPOSIDE,A2780,10.2089765152,1
METHOTREXATE,MK-8776,ES2,-2.7347839452,0
ZOLINZA,SUNITINIB,NCIH1650,-6.8810075502,0
MRK-003,CYCLOPHOSPHAMIDE,T47D,-33.5675488228,0
VINORELBINE,SUNITINIB,MDAMB436,-3.4846049195,0
L778123,ETOPOSIDE,A427,-1.8164957321,0
DASATINIB,MK-8776,A427,78.39036701755,1
VINBLASTINE,ERLOTINIB,DLD1,25.7165431305,1
TOPOTECAN,BEZ-235,PA1,-9.723735107,0
VINORELBINE,SUNITINIB,SW837,-5.7748035049,0
MK-4827,DINACICLIB,NIHOVCAR3,10.924376675,1
ABT-888,OXALIPLATIN,RPMI7951,-26.722585116,0
VINORELBINE,ABT-888,A2780,-13.9394913094,0
TEMOZOLOMIDE,ERLOTINIB,SKOV3,-6.8656489014,0
MK-2206,PD325901,NCIH1650,-0.9591108186,0
MITOMYCINE,ERLOTINIB,OV90,-90.4547052546,0
LAPATINIB,MK-4827,HCT116,21.5250255784,1
DOXORUBICIN,MK-4827,HCT116,-12.83102695,0
5-FU,GELDANAMYCIN,SW620,-2.851271236,0
DOXORUBICIN,L778123,A427,-4.1643508612,0
MK-4541,OXALIPLATIN,A2058,-2.4253938611,0
CARBOPLATIN,MK-2206,NCIH2122,-1.5730561263,0
GEMCITABINE,BEZ-235,SKMES1,-20.1288211936,0
ZOLINZA,OXALIPLATIN,LOVO,-10.0815551655,0
MK-4541,DASATINIB,NIHOVCAR3,68.3364307446,1
VINORELBINE,DASATINIB,VCAP,-10.3994299023,0
LAPATINIB,SN-38,UACC62,13.8426252627,1
BORTEZOMIB,SORAFENIB,NCIH460,-5.46597089,0
MK-5108,MK-4827,NCIH520,-12.6097467361,0
CYCLOPHOSPHAMIDE,PD325901,DLD1,-2.8188022829,0
SN-38,DINACICLIB,HT29,-12.214970313,0
LAPATINIB,MK-8669,NCIH520,-1.0263537394,0
MK-8669,GELDANAMYCIN,SKMEL30,42.5138395324,1
ABT-888,SORAFENIB,HT144,10.7410875508,1
MK-2206,OXALIPLATIN,KPL1,-15.6877218043,0
MRK-003,SORAFENIB,CAOV3,12.368188012,1
BORTEZOMIB,ABT-888,T47D,-18.7607313733,0
MK-4541,DASATINIB,ZR751,-41.6411982903,0
LAPATINIB,MK-5108,SKMEL30,16.9993641487,1
MK-5108,MK-2206,SKMES1,17.4513210055,1
MK-2206,ABT-888,NCIH460,-6.7992512031,0
MK-2206,GELDANAMYCIN,DLD1,18.9034504644,1
ABT-888,SN-38,OV90,19.5945199445,1
MK-4541,MK-8669,NCIH460,-5.0517173823,0
GEMCITABINE,MK-4827,PA1,-5.0641221562,0
VINORELBINE,ERLOTINIB,OV90,52.5404332179,1
MK-2206,PD325901,NCIH23,23.1838593152,1
VINBLASTINE,L778123,NIHOVCAR3,15.436899238,1
MK-4541,CYCLOPHOSPHAMIDE,NIHOVCAR3,-4.8797531916,0
DASATINIB,MK-8669,SW620,45.5529208857,1
5-FU,LAPATINIB,LOVO,17.4905864006,1
LAPATINIB,MK-2206,NCIH520,-1.9443023595,0
BORTEZOMIB,OXALIPLATIN,LOVO,-12.4325014592,0
MK-2206,GELDANAMYCIN,NCIH520,-23.096268297,0
MRK-003,LAPATINIB,HT144,20.8825072752,1
CYCLOPHOSPHAMIDE,L778123,ES2,-0.2447562203,0
MK-4541,SN-38,NCIH460,-1.8227758421,0
